scorer,,,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross,lyphardcross
bodyparts,,,nose,nose,poll,poll,withers,withers,croup,croup,LF_carpi,LF_carpi,LF_fetlock,LF_fetlock,LF_hoof_tip,LF_hoof_tip,RF_carpi,RF_carpi,RF_fetlock,RF_fetlock,RF_hoof_tip,RF_hoof_tip,LH_hock,LH_hock,LH_fetlock,LH_fetlock,LH_hoof_tip,LH_hoof_tip,RH_hock,RH_hock,RH_fetlock,RH_fetlock,RH_hoof_tip,RH_hoof_tip
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2025_silk_01_nologo,img000.png,2748.226923820379,730.5146440269498,2630.455972382805,391.56410086515194,1958.2998105195793,509.3350523027257,1403.9146000939272,503.59012784235625,1984.1519705912417,1273.410005531863,1840.5288590820055,1445.7577393429465,1734.2477565651707,1543.421455169227,2147.882317711771,1241.8129209998308,2173.7344777834337,1488.8446727957173,,,1415.404449014666,1178.6187519357668,1567.6449472144564,1422.7780415014686,1645.201427429444,1543.421455169227,1162.6277727584102,1184.3636763961363,1110.923452615085,1474.4823616447936,,
labeled-data,2025_silk_01_nologo,img001.png,2745.354461590194,730.5146440269498,2630.455972382805,394.4365630953367,1949.682423829025,509.3350523027257,1395.297213403373,509.3350523027256,2015.7490551232738,1261.920156611124,1860.6360946932984,1442.8852771127617,1774.4622277877568,1540.5489929390424,2136.392468791032,1250.430307690385,2156.4997044023253,1485.9722105655326,,,1435.511684625959,1198.72598754706,1599.2420317464885,1440.012814882577,1685.4158986520301,1546.2939173994118,1151.1379238376712,1184.3636763961363,1090.816217003792,1477.3548238749784,,
labeled-data,2025_silk_01_nologo,img002.png,2735.6701918859085,730.1403306102827,2627.13671875,394.96624755859375,1968.236812596214,518.5752671337202,1409.3871676970305,516.6964587175911,2044.589903253007,1275.2419066894693,1907.0707786938863,1425.4659881913817,1812.5324458361968,1533.2814690160787,2133.526212114951,1253.7007438696107,2142.18114446606,1481.2371099078625,,,1468.8998734091674,1209.921217063659,1620.3677337656657,1439.2989968919867,1715.1635936418002,1542.0856242024686,1140.7501220703123,1180.194482244254,1070.543847478629,1478.3960696911793,,
labeled-data,2025_silk_01_nologo,img003.png,2739.9669586524005,748.963965536607,2628.44873046875,403.5896301269531,1948.1894968997422,510.95131640554473,1413.1539120138664,517.7271710753535,,,1937.4019096431293,1430.4167453825614,1851.267336906307,1528.7301258873995,2123.289811280626,1261.851550066536,2122.9344403644973,1472.193603515625,,,1489.9426733921812,1226.9358663892633,1651.1490600274087,1456.3463368248995,1740.9893777337347,1538.6407021498478,1127.4638671875,1185.741943359375,1054.61279296875,1471.714111328125,,
labeled-data,2025_silk_01_nologo,img006.png,2750.965228509068,777.8867817881872,2646.1319367285996,430.43930045863476,1948.2417371614815,496.33451243492925,1394.1229091790055,529.2821184230764,2172.884505262485,1203.2104227260875,,,1981.1893431496287,1532.6864826075596,2074.0416872980436,1230.167554898208,2065.0559765740036,1460.8007968152385,,,1492.965727143447,1227.1723179901946,1657.7037570841833,1487.7579289873588,,,1097.5944552856806,1188.2342381860205,998.7516373212391,1469.7865075392785,,
labeled-data,2025_silk_01_nologo,img007.png,2747.969991601055,777.8867817881872,2652.1224105446263,433.4345373666482,1957.2274478855215,496.33451243492925,1403.1086199030456,535.2725922391031,2193.8511636185785,1197.2199489100608,2118.970240918244,1412.8770062870244,,,2068.0512134820165,1239.153265622248,2041.0940813098964,1463.7960337232519,,,1474.994305695367,1242.1485025302616,1630.746624912063,1487.7579289873588,,,1088.6087445616406,1194.2247120020472,989.7659265971989,1472.7817444472919,,
labeled-data,2025_silk_01_nologo,img008.png,2744.865630266257,783.4017750241019,2646.195068359375,438.33074951171875,1964.2657719372407,505.2237890172134,1395.3667272652278,545.6289547228832,2223.4901644452398,1198.6274002958214,2164.0623044475087,1406.5681601548397,2096.642651980047,1505.0845965027715,2060.001701994789,1242.8343615008105,2023.9534456464278,1470.5137939453125,,,1449.552194698935,1241.0631130158763,1597.0848160205283,1486.8032235443548,,,1085.5538330078125,1191.4273681640625,973.3107299804688,1469.837646484375,,
labeled-data,2025_silk_01_nologo,img010.png,2753.9604654170817,792.8629663282542,2661.1081212686668,442.42024809068835,1948.2417371614815,499.3297493429426,1397.1181460870189,547.2535398711567,2259.746375594873,1167.267579829927,2247.7654279628196,1397.9008217469575,2193.8511636185785,1514.7150611594793,2038.0988444018828,1230.167554898208,1987.1798169656554,1466.7912706312652,,,1412.094330627086,1242.1485025302616,1564.8514129357684,1493.7484028033857,,,1073.6325600215737,1191.229475094034,950.827846793025,1466.7912706312652,,
labeled-data,2025_silk_01_nologo,img011.png,2756.9557023250945,792.8629663282542,2655.11764745264,445.4154849987017,1966.2131586095618,499.3297493429426,1394.1229091790055,541.2630660551299,2286.7035077669934,1188.2342381860205,2286.7035077669934,1403.8912955629842,2256.75113868686,1520.705534975506,2023.122659861816,1242.1485025302616,1969.2083955175751,1469.7865075392785,,,1394.1229091790055,1239.153265622248,1546.8799914876881,1502.7341135274257,,,1076.627796929587,1185.2390012780072,944.8373729769982,1466.7912706312652,,
labeled-data,2025_silk_01_nologo,img012.png,2755.9044288297137,779.6404467214811,2642.8085415823316,446.3950720717875,1951.8681782721733,508.76176455856944,1397.463968831407,543.8071405804185,2296.82461908178,1175.6490300894711,2323.4227285905245,1391.1191361844767,2314.7585924930954,1529.7020290315013,2009.319986884255,1245.4154413128567,1947.410376398243,1465.0228029119958,,,1383.7249215268089,1239.7437043690516,1519.4094465459755,1492.0120867371468,,,1067.7060546875,1181.147705078125,941.880859375,1469.6351811969253,,
labeled-data,2025_silk_01_nologo,img013.png,2756.9557023250945,774.8915448801739,2646.1319367285996,442.42024809068835,1984.184580057642,502.32498625095593,1403.1086199030456,538.2678291471166,2304.674929215074,1167.267579829927,2358.589193559315,1391.9103479309306,2370.5701411913687,1523.7007718835196,1993.170290781682,1242.1485025302616,1936.260789529428,1475.7769813553055,,,1373.156250822912,1236.1580287142347,1501.9514378674874,1499.7388766194124,,,1064.6468492975334,1173.2580536459536,953.8230837010383,1460.8007968152383,,
labeled-data,2025_silk_01_nologo,img015.png,2743.3374981437937,759.8694603968815,2636.1415727431686,439.7940714504669,1949.425112398786,521.0951026713967,1403.102738540278,531.096446332939,2318.256788983208,1160.458721584179,2418.6880938504437,1383.4260936594271,2470.9356175369394,1516.6262147304524,1966.285526901461,1242.5510856664855,1893.1156984198083,1462.9404296875,,,1362.1410574459123,1224.5325712013098,1463.344236762659,1495.77841992258,,,1074.903076171875,1171.247314453125,987.5430599942702,1461.844970703125,893.9849696232982,1562.968165661088
labeled-data,2025_silk_01_nologo,img016.png,2744.417541490348,752.8460858370559,2625.779755448814,436.553250960346,1953.9663488160738,512.4814668846279,1385.3652902103377,531.7438219988412,2337.8864787922794,1181.3407540775254,2443.67210530382,1397.699654117844,2500.9212694760254,1522.6101383458397,1952.2772997176396,1245.0213983441067,1877.8220950818045,1466.8706790661793,,,1349.577392578125,1217.4677734375,1440.7791975225377,1492.9334734558968,1529.751953125,1538.3819580078125,1080.49951171875,1167.9306640625,1002.6829058757212,1458.8735593926915,912.0457875396785,1559.7178236865923
labeled-data,2025_silk_01_nologo,img017.png,2749.1705903682014,746.9549026415445,2627.31956033121,429.40373345423416,1973.7549446782568,518.0226643902279,1394.039438138632,525.4075753015608,2346.6929457005635,1186.357101865846,2452.5208483224346,1397.2110032001317,2532.6710012487797,1518.4637986528076,1936.6826846169824,1243.076093726391,1858.5876638169539,1471.195759747527,,,1337.743813991872,1206.958643564586,1427.3496112419382,1496.2573604005142,1089.420643509419,1168.2716503483648,1022.4425675982508,1456.277376766388,938.7199727092907,1553.395586837582,,
labeled-data,2025_silk_01_nologo,img018.png,2742.5197641931773,745.8665988725679,2620.1685846782575,411.6833272438564,1968.2540635234873,520.2107713400378,1405.985638480612,519.4944334625327,2343.912472618884,1193.1166640155764,2460.56470449721,1407.6600144384934,2543.500155290556,1520.012963801582,1919.6393411221102,1254.8214933926918,1835.5018310546875,1464.655000013122,,,1327.956407076663,1210.5500636340228,1407.5648519147855,1486.9820948184129,1490.7081298828125,1534.8486620962535,1100.545166015625,1159.307861328125,1050.319943336695,1450.2863427340699,962.9988993989425,1563.1131983340374
labeled-data,2025_silk_01_nologo,img019.png,2740.263543542539,738.5546457213243,2609.093994140625,408.01104736328125,1955.534541947261,523.9656859039408,1388.7347839884244,511.5964207409768,2348.4324901672026,1213.555638729927,2457.546398885634,1417.2332908450453,2543.9867667105323,1528.7405663668883,1920.0556986095933,1247.3383976633238,1821.9487011849965,1457.0689990103156,,,1318.9559326171875,1201.3897705078125,1387.1228645969766,1486.3243799746624,,,1111.821918171136,1155.8812107800397,1071.8634444575953,1456.4313036978137,998.2760187495136,1564.5079737246624
labeled-data,2025_silk_01_nologo,img020.png,2733.7324071286002,732.9141569257708,2609.8229666929387,398.0237773699296,1976.8801493323986,525.2821216011494,1394.1708889052347,511.8865064189157,2338.5617592527074,1215.1563034861824,2449.075584506135,1439.5328577885962,2539.285509242587,1528.221821659152,1899.1093377408909,1241.0421246314086,1799.8425740479322,1469.7872757499654,,,1309.1492464955154,1192.9272857986905,1365.8606026932848,1482.4536832294082,,,1124.091136797531,1142.1855460427917,1094.2430545881784,1443.65117635725,1031.5620819485387,1557.073888752789
labeled-data,2025_silk_01_nologo,img023.png,2717.978726776945,706.4035457862476,2595.6015897186007,395.9834908089834,1965.8070551012665,527.3150525301337,1401.6783013445074,497.4669703207813,2315.0296169506887,1255.6082584383305,2401.5890553578106,1476.4840667875376,,,1870.293192031339,1237.699409112719,1759.8552878567355,1464.5448339037966,,,1279.301164286163,1178.0032446940145,1315.1188629373858,1488.4232996712785,,,1165.878451890624,1133.2311213799858,1195.7265340999766,1437.6815599153797,1171.8480683324947,1557.073888752789
labeled-data,2025_silk_01_nologo,img024.png,2711.554243621755,711.6304365794913,2581.6328125,384.3542175292969,1955.3773252553592,533.3618432223548,1415.6768992959678,496.2471338153057,2293.573346812902,1266.0791545386273,2377.3929565028216,1481.931220781857,,,1857.7887064877013,1253.2202971036297,1741.8315136849965,1463.360688489684,,,1271.5836181640625,1187.1767578125,1296.3701448310492,1471.2928808987385,,,1192.5834668099967,1138.3874218881217,1230.073245154554,1423.43522936097,1230.8173782199283,1557.468637800282
